Completed Date,Task Title,Project Title
2021-08-10 18:50:20+00:00,Track Work Time,EED
2021-08-10 19:06:11+00:00,Do Fluent Forever,Life
2021-08-10 19:25:31+00:00,Make a Strategic Plan for Dissertation,EED
2021-08-10 19:25:36+00:00,Write for Dissertation,Inbox
2021-08-10 19:29:18+00:00,Work on Transition Document,EED
2021-08-10 19:29:23+00:00,Craft 1:1 Agenda,EED
2021-08-10 22:10:15+00:00,Order Shoes,Life
2021-08-11 17:51:24+00:00,Give Remaining Gender Interview Gift Cards,EED
2021-08-11 22:23:18+00:00,Track Work Time,EED
2021-08-11 22:23:19+00:00,Exercise,Life
2021-08-11 23:07:08+00:00,Do Duolingo,Life
2021-08-19 15:12:43+00:00,Craft CAREER Agenda,EED
2021-08-19 15:13:18+00:00,Review all Emails (8/18-8/19),Inbox
2021-08-19 15:13:32+00:00,Summary Sheets,EED
2021-08-19 19:15:43+00:00,EED Training,EED
2021-08-19 19:15:58+00:00,Send Out Greeting Email to Graders,Inbox
2021-08-20 00:18:54+00:00,Do Duolingo,Life
2021-08-20 18:34:16+00:00,Therapy,Life
2021-08-20 18:46:32+00:00,Do Duolingo,Life
2021-08-20 18:50:52+00:00,Track Work Time,EED
2021-08-20 18:53:26+00:00,Track Writing Time,EED
2021-08-20 19:47:50+00:00,Create Rubric for First Assignment,Teaching
2021-08-21 16:22:36+00:00,Add Rubric #1,Teaching
2021-08-21 22:27:05+00:00,Do Duolingo,Life
2021-08-22 16:31:09+00:00,Setup TopHat,Teaching
2021-08-22 20:59:12+00:00,Publish on Precious Pastime,The Renegade Coder
2021-08-22 21:10:04+00:00,Do Duolingo,Life
2021-08-22 21:10:15+00:00,Meditate,Life
2021-08-23 13:21:48+00:00,Exercise,Life
2021-08-23 13:21:52+00:00,Do Duolingo,Life
2021-08-24 01:06:54+00:00,Do Fluent Forever,Life
2021-08-24 12:43:34+00:00,Fix an Issue Where Patreon Is Importing and Publishing Posts,The Renegade Coder
2021-08-24 12:59:44+00:00,Send Out Emails to Graders,Teaching
2021-08-24 13:20:35+00:00,Follow Up With Student,The Renegade Coder
2021-08-24 13:48:42+00:00,Created Rubric 6,Teaching
2021-08-24 13:54:51+00:00,Incorporate Rubrics Into Lectures,Teaching
2021-08-24 15:48:22+00:00,Updated Carmen,Teaching
2021-08-24 15:48:25+00:00,Updated Rubric 6,Inbox
2021-08-24 15:48:37+00:00,Write About How This Section of the Course is Different,Teaching
2021-08-24 16:04:15+00:00,Update Course Syllabus,Teaching
2021-08-25 15:04:41+00:00,Print Nametags,Teaching
2021-08-25 15:42:15+00:00,Figure Out Where Graders Have Office Hours,Teaching
2021-08-25 16:18:25+00:00,Create Participation Survey,Teaching
2021-08-25 16:29:07+00:00,Exercise,Life
2021-08-25 16:29:16+00:00,Pay for Therapy,Inbox
2021-08-25 16:32:47+00:00,Link Rubric in Each Project,Teaching
2021-08-25 16:36:15+00:00,Schedule Article,The Renegade Coder
2021-08-25 16:58:30+00:00,Student Information Sheet,ESEPSY 7404 - College Teaching
2021-08-25 17:02:20+00:00,Do Laundry,Life
2021-08-27 01:41:31+00:00,Make Comment About Participation,Teaching
2021-08-27 01:41:33+00:00,Do Dishes,Life
2021-08-27 01:41:44+00:00,Therapy,Life
2021-08-27 16:43:49+00:00,Created all Rubrics,Teaching
2021-08-27 16:54:00+00:00,Track Writing Time,EED
2021-08-27 17:07:20+00:00,First Day Assignment,ESEPSY 7404 - College Teaching
2021-08-27 18:18:42+00:00,Meditate,Life
2021-08-27 18:21:59+00:00,Do Duolingo,Life
2021-08-27 18:24:50+00:00,Do NameCoach,ESEPSY 7404 - College Teaching
2021-08-27 19:14:32+00:00,Get Books,ESEPSY 7404 - College Teaching
2021-08-27 22:51:25+00:00,Create a discord,Teaching
2021-08-27 22:54:00+00:00,Complete SLDS Form,Teaching
2021-08-28 15:59:27+00:00,Buy a Folder for Class,Inbox
2021-08-28 16:12:29+00:00,Buy underwear,Inbox
2021-08-28 16:22:52+00:00,Buy shampoo and body wash,Inbox
2021-08-28 18:55:39+00:00,Do Duolingo,Life
2021-08-28 18:59:57+00:00,Track Work Time,EED
2021-08-28 19:09:01+00:00,Do Fluent Forever,Life
2021-08-28 21:50:07+00:00,Change Carmen Site Link on Index,Teaching
2021-08-28 21:54:42+00:00,Buy masks,Inbox
2021-08-28 22:09:36+00:00,Schedule Physical With Doctor,Inbox
2021-08-29 15:42:29+00:00,Schedule Eye Doctor,Life
2021-08-29 15:45:02+00:00,Sign Up for Stuff,ESEPSY 7404 - College Teaching
2021-08-29 15:53:07+00:00,Read Syllabus,ESEPSY 7404 - College Teaching
2021-08-29 23:01:03+00:00,Do Duolingo,Life
2021-08-30 16:02:53+00:00,Do Duolingo,Life
2021-08-30 16:03:17+00:00,Make bed,Life
2021-08-30 16:03:32+00:00,Exercise,Life
2021-08-30 16:11:49+00:00,Track Work Time,EED
2021-08-30 16:47:19+00:00,Read Proposal Summaries,EED
2021-08-30 17:00:17+00:00,ASEE Membership Application,FABENG 7220 - Engineering Teaching
2021-08-30 17:54:23+00:00,Schedule Article,The Renegade Coder
2021-08-30 21:35:40+00:00,Schedule Article,The Renegade Coder
2021-08-31 00:15:52+00:00,Organize Tasks for Teaching Course,ESEPSY 7404 - College Teaching
2021-08-31 13:19:41+00:00,Charge laptop,Courses
2021-08-31 13:25:57+00:00,Do Duolingo,Life
2021-08-31 13:45:39+00:00,Update Newsletter,The Renegade Coder
2021-08-31 14:20:35+00:00,Track Work Time,EED
2021-08-31 15:09:35+00:00,Exercise,Life
2021-08-31 15:17:56+00:00,Do Fluent Forever,Life
2021-08-31 15:20:18+00:00,Make bed,Life
2021-08-31 15:48:06+00:00,Prep for Class,Teaching
2021-08-31 16:05:25+00:00,Read Proposal 1,EED
2021-08-31 16:06:08+00:00,Craft 1:1 Agenda,EED
2021-08-31 16:06:09+00:00,Brainstorm Critique for Proposal 1,EED
2021-08-31 16:27:12+00:00,Write for Dissertation,EED
2021-09-01 14:01:13+00:00,Do Duolingo,Life
2021-09-01 14:20:21+00:00,Make bed,Life
2021-09-01 14:46:01+00:00,Exercise,Life
2021-09-01 15:14:36+00:00,Do Fluent Forever,Life
2021-09-01 16:30:28+00:00,Complete SLDS Forms,Teaching
2021-09-01 16:32:53+00:00,Check Lab Location,Teaching
2021-09-01 16:33:56+00:00,Track Work Time,EED
2021-09-01 16:44:23+00:00,The Carnegie Classification of Institutions of Higher Education (n.d.).,ESEPSY 7404 - College Teaching
2021-09-01 16:49:11+00:00,The Ohio State University OSAS – Analysis and Reporting. (2020). 2020 Enrollment Report.,ESEPSY 7404 - College Teaching
2021-09-02 00:46:56+00:00,Prepare for Class,Teaching
2021-09-02 01:36:58+00:00,Write for Dissertation,EED
2021-09-02 01:54:50+00:00,"McClennan, D. (2020). The American freshman: National norms Fall 2019. Los Angeles, CA: Higher Education Research Institute, UCLA.",ESEPSY 7404 - College Teaching
2021-09-02 02:23:12+00:00,Backgrounds & Beliefs of College Freshmen (2020).,ESEPSY 7404 - College Teaching
2021-09-02 02:36:21+00:00,"Plank, K. M., & Rohdieck, S. V. (2007). The value of diversity. Thriving in Academe, 24(6), 5-8.",ESEPSY 7404 - College Teaching
2021-09-02 02:46:50+00:00,"Phillips, K. W. (2014). How diversity makes us smarter. Scientific American.",ESEPSY 7404 - College Teaching
2021-09-02 03:22:12+00:00,Week 3 - Who Are My Students?,ESEPSY 7404 - College Teaching
2021-09-02 16:00:16+00:00,Do Duolingo,Life
2021-09-02 16:19:53+00:00,Make bed,Life
2021-09-02 16:19:58+00:00,Exercise,Life
2021-09-02 16:21:04+00:00,Track Work Time,EED
2021-09-02 16:23:41+00:00,Water Plants,Life
2021-09-02 16:25:02+00:00,Do Laundry,Life
2021-09-02 16:27:15+00:00,Take Out Trash,Life
2021-09-02 16:49:25+00:00,Vacuum,Life
2021-09-02 18:01:19+00:00,Bloom’s Taxonomy video (Holmes),ESEPSY 7404 - College Teaching
2021-09-03 16:20:05+00:00,Make bed,Life
2021-09-03 16:27:15+00:00,Therapy,Life
2021-09-03 16:31:05+00:00,Do Duolingo,Life
2021-09-03 16:47:15+00:00,Do Fluent Forever,Life
2021-09-03 17:49:11+00:00,Read Proposal 2,EED
2021-09-03 17:49:13+00:00,Brainstorm Critique for Proposal 2,EED
2021-09-04 03:00:29+00:00,Added best practices to Carmen,Teaching
2021-09-04 03:37:04+00:00,Create Jigsaw Activity,Teaching
2021-09-04 15:10:06+00:00,Water Plants,Life
2021-09-04 15:11:09+00:00,Track Work Time,EED
2021-09-04 15:14:57+00:00,Track Writing Time,EED
2021-09-04 15:35:33+00:00,Do Duolingo,Life
2021-09-04 17:12:31+00:00,Do Fluent Forever,Life
2021-09-05 15:52:19+00:00,Do Duolingo,Life
2021-09-05 15:54:02+00:00,Do Laundry,Life
2021-09-05 15:54:04+00:00,Meal prep,Life
2021-09-05 15:55:52+00:00,Take Out Trash,Life
2021-09-06 19:29:19+00:00,Water Plants,Life
2021-09-06 23:08:44+00:00,Do Duolingo,Life
2021-09-07 14:55:28+00:00,Make bed,Life
2021-09-07 14:56:53+00:00,Prepare for Class,Teaching
2021-09-07 15:05:29+00:00,Do Duolingo,Life
2021-09-07 15:06:28+00:00,Track Work Time,EED
2021-09-07 15:29:51+00:00,Do Fluent Forever,Life
2021-09-07 15:30:46+00:00,Water Plants,Life
2021-09-07 15:32:07+00:00,Take Out Trash,Life
2021-09-07 15:48:31+00:00,Exercise,Life
2021-09-07 19:19:12+00:00,"Appendix D in How Learning Works (henceforth, HLW)",ESEPSY 7404 - College Teaching
2021-09-08 15:11:13+00:00,Make bed,Life
2021-09-08 17:23:43+00:00,Do Laundry,Life
2021-09-09 03:34:09+00:00,Do Duolingo,Life
2021-09-09 16:02:22+00:00,Exercise,Life
2021-09-09 16:04:08+00:00,Make bed,Life
2021-09-09 16:04:12+00:00,Prepare for Class,Teaching
2021-09-09 16:09:09+00:00,Vacuum,Life
2021-09-09 16:31:57+00:00,Water Plants,Life
2021-09-09 23:59:16+00:00,Therapy,Life
2021-09-09 23:59:20+00:00,"Wiggins, G. P., & McTighe, J. (2005). Introduction and Ch.1 in Understanding by Design (2nd ed.). Association for Supervision and Curriculum Development.",ESEPSY 7404 - College Teaching
2021-09-10 00:30:59+00:00,Do Duolingo,Life
2021-09-10 18:10:55+00:00,Make bed,Life
2021-09-10 18:34:22+00:00,Schedule Article,The Renegade Coder
2021-09-10 18:57:46+00:00,Do Duolingo,Life
2021-09-12 20:35:49+00:00,Do Laundry,Life
2021-09-12 20:35:50+00:00,Take Out Trash,Life
2021-09-12 20:35:53+00:00,Meal prep,Life
2021-09-13 00:03:50+00:00,Track Writing Time,EED
2021-09-13 00:08:39+00:00,Do Duolingo,Life
2021-09-13 02:28:29+00:00,Do Fluent Forever,Life
2021-09-13 02:28:40+00:00,Select writing goals,EED
2021-09-13 13:42:08+00:00,Read for BERG Meeting,EED
2021-09-13 14:24:34+00:00,Make bed,Life
2021-09-13 15:56:10+00:00,Do Duolingo,Life
2021-09-13 16:02:06+00:00,Exercise,Life
2021-09-13 22:49:04+00:00,Prepare for Class,Teaching
2021-09-14 01:33:09+00:00,Do Fluent Forever,Life
2021-09-14 01:33:18+00:00,Schedule Article,The Renegade Coder
2021-09-14 18:05:09+00:00,Exercise,Life
2021-09-15 01:16:01+00:00,Do Duolingo,Life
2021-09-15 17:29:45+00:00,Write for Dissertation,EED
2021-09-15 17:31:29+00:00,Track Work Time,EED
2021-09-15 19:15:16+00:00,Do Laundry,Life
2021-09-15 19:20:54+00:00,Exercise,Life
2021-09-15 19:21:00+00:00,Make bed,Life
2021-09-15 21:55:15+00:00,Grade Resubmits of Project 1,Teaching
2021-09-16 01:48:36+00:00,Take Out Trash,Life
2021-09-16 01:59:26+00:00,Do Duolingo,Life
2021-09-16 02:00:19+00:00,Craft 1:1 Agenda,EED
2021-09-16 02:39:21+00:00,"Arum, R., & Roksa, J. (2011). Limited learning on college campuses. Society, 48, 203-207.",ESEPSY 7404 - College Teaching
2021-09-16 03:19:42+00:00,Do Fluent Forever,Life
2021-09-16 06:44:05+00:00,"Selingo, J. J. (2013). The five disruptive forces that will change higher education forever. In College (Un)Bound: The Future of Higher Education and What It Means for Students. Boston: Houghton Mifflin Harcourt.",ESEPSY 7404 - College Teaching
2021-09-16 07:12:24+00:00,"Hacker, A., & Dreifus, C. (2010). Teaching: Good, great, abysmal. In Higher Education? How Colleges Are Wasting Our Money and Failing Our Kids – And What We Can Do About It. New York: St. Martin’s Griffin.",ESEPSY 7404 - College Teaching
2021-09-16 07:12:41+00:00,Week 5 - The Higher Education Landscape,ESEPSY 7404 - College Teaching
2021-09-16 17:24:45+00:00,Make bed,Life
2021-09-16 17:24:47+00:00,Write for Dissertation,EED
2021-09-16 17:24:50+00:00,Water Plants,Life
2021-09-16 17:24:51+00:00,Prepare for Class,Teaching
2021-09-16 17:24:55+00:00,Exercise,Life
2021-09-17 16:29:57+00:00,Do Laundry,Life
2021-09-17 16:44:09+00:00,Do Duolingo,Life
2021-09-17 16:45:45+00:00,Make bed,Life
2021-09-17 19:14:16+00:00,Clean Litter Box,Life
2021-09-17 19:14:17+00:00,Vacuum,Life
2021-09-18 02:50:48+00:00,Do Fluent Forever,Life
2021-09-18 17:51:23+00:00,Do Duolingo,Life
2021-09-18 18:15:09+00:00,Write for Dissertation,EED
2021-09-18 18:49:03+00:00,Track Writing Time,EED
2021-09-19 01:18:11+00:00,Do Fluent Forever,Life
2021-09-19 01:18:12+00:00,Water Plants,Life
2021-09-19 16:30:33+00:00,Ask about StrengthsQuest,EED
2021-09-19 16:34:59+00:00,Do Duolingo,Life
2021-09-19 17:00:30+00:00,Setup Bookings Page for Interviews,EED
2021-09-19 21:25:10+00:00,Do Fluent Forever,Life
2021-09-19 21:25:13+00:00,Meal prep,Life
2021-09-19 21:25:14+00:00,How is the Pandemic Changing Higher Education,ESEPSY 7404 - College Teaching
2021-09-19 22:29:40+00:00,Do Laundry,Life
2021-09-20 00:42:37+00:00,Schedule Patreon Post,The Renegade Coder
2021-09-20 00:45:52+00:00,Schedule Patreon Post,The Renegade Coder
2021-09-20 00:49:32+00:00,Schedule Patreon Post,The Renegade Coder
2021-09-20 00:55:45+00:00,Schedule Patreon Post,The Renegade Coder
2021-09-20 01:11:20+00:00,Add Meme Channel,Teaching
2021-09-20 16:34:30+00:00,Make bed,Life
2021-09-20 19:06:04+00:00,Week 6 - How Do My Students Learn? Part 1,ESEPSY 7404 - College Teaching
2021-09-20 21:12:08+00:00,Fix Grades,Teaching
2021-09-20 21:35:21+00:00,Water Plants,Life
2021-09-20 21:35:22+00:00,Take Out Trash,Life
2021-09-20 21:44:07+00:00,Read about President Shit,EED
2021-09-20 21:44:29+00:00,Exercise,Life
2021-09-20 21:57:27+00:00,Do Duolingo,Life
2021-09-20 23:14:17+00:00,Clean Litter Box,Life
2021-09-20 23:21:31+00:00,Uploaded SLDS Exams,Teaching
2021-09-20 23:23:29+00:00,Select writing goals,EED
2021-09-20 23:41:04+00:00,Review Mel Document,EED
2021-09-21 14:48:35+00:00,Prepare for Class,Teaching
2021-09-21 14:48:40+00:00,Exercise,Life
2021-09-21 14:52:06+00:00,Do Duolingo,Life
2021-09-21 15:10:58+00:00,Make bed,Life
2021-09-21 15:40:26+00:00,Send Out Interview Times,EED
2021-09-21 17:17:49+00:00,Empty Dishwasher,Life
2021-09-21 22:53:31+00:00,Week 4: Submit Names of Faculty for Interviews,FABENG 7220 - Engineering Teaching
2021-09-21 22:53:32+00:00,Week 5: Submit topic and 1+ learning outcome for Microteaching I,FABENG 7220 - Engineering Teaching
2021-09-22 15:30:45+00:00,Exercise,Life
2021-09-22 16:15:32+00:00,Water Plants,Life
2021-09-22 17:54:28+00:00,Do Duolingo,Life
2021-09-22 18:43:21+00:00,Make bed,Life
2021-09-23 00:17:01+00:00,Schedule Interviews,EED
2021-09-23 03:09:14+00:00,Do Fluent Forever,Life
2021-09-23 03:09:34+00:00,Prepare for Class,Teaching
2021-09-23 03:45:18+00:00,"Lang, J. (2013). Lowering stakes. In Cheating Lessons: Learning from Academic Dishonesty. Cambridge: Harvard University Press.",ESEPSY 7404 - College Teaching
2021-09-23 14:42:14+00:00,Therapy,Life
2021-09-23 14:54:14+00:00,Exercise,Life
2021-09-23 14:59:33+00:00,Do Duolingo,Life
2021-09-23 15:05:40+00:00,Make bed,Life
2021-09-23 15:07:34+00:00,Do Laundry,Life
2021-09-23 15:13:54+00:00,Take Out Trash,Life
2021-09-23 15:19:45+00:00,Clean Litter Box,Life
2021-09-23 15:26:42+00:00,Vacuum,Life
2021-09-24 04:20:27+00:00,Grade Exams,Teaching
2021-09-24 04:20:30+00:00,Do Fluent Forever,Life
2021-09-24 04:21:00+00:00,Update Interview Data,EED
2021-09-24 16:21:31+00:00,Make bed,Life
2021-09-24 16:22:45+00:00,Add Patreon Stuff to Calendar,The Renegade Coder
2021-09-24 16:27:19+00:00,Water Plants,Life
2021-09-24 16:54:14+00:00,"Introduction, Ch. 1, & 2 in HLW",ESEPSY 7404 - College Teaching
2021-09-24 17:04:35+00:00,"Ch. 2 “What do they know about how we learn?” in What the Best College Teachers Do (henceforth, WTBCTD)",ESEPSY 7404 - College Teaching
2021-09-24 17:11:01+00:00,Track Writing Time,EED
2021-09-24 17:39:52+00:00,Track Work Time,EED
2021-09-24 17:41:53+00:00,Do Duolingo,Life
2021-09-24 18:34:36+00:00,Finalize Exam Grades,Teaching
2021-09-26 02:48:24+00:00,Pat Bills,Inbox
2021-09-26 03:40:07+00:00,Do Fluent Forever,Life
2021-09-26 03:40:07+00:00,Do Duolingo,Life
2021-09-26 20:18:14+00:00,Water Plants,Life
2021-09-26 20:21:46+00:00,Do Laundry,Life
2021-09-26 21:10:34+00:00,Take Out Trash,Life
2021-09-26 23:14:57+00:00,Do Duolingo,Life
2021-09-26 23:14:59+00:00,Meal prep,Life
2021-09-26 23:14:59+00:00,Clean Litter Box,Life
2021-09-27 14:36:55+00:00,Select writing goals,EED
2021-09-27 16:06:27+00:00,Make bed,Life
2021-09-27 16:10:11+00:00,Do Duolingo,Life
2021-09-27 16:18:27+00:00,Microteaching Topics/Rough Draft,ESEPSY 7404 - College Teaching
2021-09-27 16:19:55+00:00,Craft 1:1 Agenda,EED
2021-09-27 16:27:46+00:00,Schedule Article,The Renegade Coder
2021-09-27 18:41:24+00:00,Exercise,Life
2021-09-27 18:54:36+00:00,Do Fluent Forever,Life
2021-09-28 01:11:13+00:00,Week 7 - How Do My Students Learn? Part 2,ESEPSY 7404 - College Teaching
2021-09-28 01:45:44+00:00,Ch. 3 & 7 in HLW,ESEPSY 7404 - College Teaching
2021-09-28 19:44:52+00:00,Prepare for Class,Teaching
2021-09-29 14:38:18+00:00,Exercise,Life
2021-09-29 14:40:10+00:00,Empty Dishwasher,Life
2021-09-29 14:40:53+00:00,Water Plants,Life
2021-09-29 14:47:24+00:00,Do Duolingo,Life
2021-09-29 14:54:12+00:00,Clean Litter Box,Life
2021-09-29 14:55:47+00:00,Do Laundry,Life
2021-09-29 16:17:29+00:00,Take Out Trash,Life
2021-09-29 16:20:57+00:00,Make bed,Life
2021-09-29 16:27:27+00:00,Take Out Trash,Life
2021-09-29 16:29:09+00:00,Update dissertation time include meta cognition,Inbox
2021-09-29 16:56:27+00:00,Write for Dissertation,EED
2021-09-30 01:32:00+00:00,Write for Dissertation,EED
2021-09-30 01:32:17+00:00,Upload Transcript and Audio,EED
2021-09-30 15:20:03+00:00,Prepare for Class,Teaching
2021-09-30 15:20:06+00:00,Water Plants,Life
2021-09-30 15:20:33+00:00,Exercise,Life
2021-09-30 15:20:40+00:00,Therapy,Life
2021-10-01 01:09:38+00:00,Update Newsletter,The Renegade Coder
2021-10-01 17:14:51+00:00,Order StrengthsQuest Codes,EED
2021-10-01 18:15:52+00:00,Create Exam for Ben,Teaching
2021-10-02 14:52:25+00:00,Make bed,Life
2021-10-02 14:55:10+00:00,Water Plants,Life
2021-10-02 15:05:36+00:00,Do Laundry,Life
2021-10-02 15:05:38+00:00,Vacuum,Life
2021-10-02 15:05:46+00:00,Clean Litter Box,Life
2021-10-02 15:10:45+00:00,Do Duolingo,Life
2021-10-02 15:10:48+00:00,Write for Dissertation,EED
2021-10-02 15:17:05+00:00,Track Work Time,EED
2021-10-03 00:23:21+00:00,Add email logging to bots,Inbox
2021-10-03 02:36:59+00:00,Do Fluent Forever,Life
2021-10-03 15:29:09+00:00,Make Presentation,ESEPSY 7404 - College Teaching
2021-10-03 15:29:15+00:00,Meal prep,Life
2021-10-03 16:05:29+00:00,Enter Blood Test into 23andMe,Inbox
2021-10-03 16:23:19+00:00,Do Duolingo,Life
2021-10-03 20:49:42+00:00,Take Out Trash,Life
2021-10-03 20:57:00+00:00,Do Fluent Forever,Life
2021-10-03 21:05:37+00:00,Track Writing Time,EED
2021-10-03 21:05:40+00:00,Select writing goals,EED
2021-10-03 21:23:34+00:00,Prepare for Class,Teaching
2021-10-04 14:53:52+00:00,Make bed,Life
2021-10-04 14:54:35+00:00,Water Plants,Life
2021-10-04 14:59:29+00:00,Do Duolingo,Life
2021-10-04 15:34:02+00:00,Write for Dissertation,EED
2021-10-04 15:37:32+00:00,Call eye doctor,Inbox
2021-10-05 13:34:15+00:00,Week 8: Micro-teaching I,FABENG 7220 - Engineering Teaching
2021-10-05 14:55:47+00:00,Do Fluent Forever,Life
2021-10-05 15:04:36+00:00,Microteaching Peer Feedback,ESEPSY 7404 - College Teaching
2021-10-05 15:06:51+00:00,Do Laundry,Life
2021-10-05 15:13:38+00:00,Make bed,Life
2021-10-05 15:18:10+00:00,Clean Litter Box,Life
2021-10-05 15:26:48+00:00,Do Duolingo,Life
2021-10-05 15:50:14+00:00,Do Hacktoberfest,The Renegade Coder
2021-10-05 16:01:27+00:00,Exercise,Life
2021-10-06 14:29:13+00:00,Do Hacktoberfest,The Renegade Coder
2021-10-06 14:47:30+00:00,Do Duolingo,Life
2021-10-06 15:04:26+00:00,Make bed,Life
2021-10-06 15:04:32+00:00,Exercise,Life
2021-10-06 15:06:38+00:00,Water Plants,Life
2021-10-07 01:05:31+00:00,Send out sample RSS,Inbox
2021-10-07 14:54:47+00:00,Exercise,Life
2021-10-07 15:02:31+00:00,Do Duolingo,Life
2021-10-07 15:03:45+00:00,Do Hacktoberfest,The Renegade Coder
2021-10-07 18:34:20+00:00,Prepare for Class,Teaching
2021-10-07 18:34:23+00:00,Chat with Amy,Inbox
2021-10-08 01:21:17+00:00,Make bed,Life
2021-10-08 02:34:06+00:00,Schedule Article,The Renegade Coder
2021-10-08 15:25:35+00:00,Do Hacktoberfest,The Renegade Coder
2021-10-08 16:01:39+00:00,Make bed,Life
2021-10-08 16:03:47+00:00,Do Laundry,Life
2021-10-08 16:05:10+00:00,Take Out Trash,Life
2021-10-08 16:20:14+00:00,Clean Litter Box,Life
2021-10-08 16:20:15+00:00,Vacuum,Life
2021-10-08 16:20:40+00:00,Water Plants,Life
2021-10-08 16:35:31+00:00,Do Dishes,Inbox
2021-10-09 16:19:07+00:00,Do Hacktoberfest,The Renegade Coder
2021-10-09 16:22:30+00:00,Week 8 - Disciplinary and Curricular Context,ESEPSY 7404 - College Teaching
2021-10-09 16:43:39+00:00,Do Duolingo,Life
2021-10-09 16:46:47+00:00,Track Writing Time,EED
2021-10-09 16:48:09+00:00,Select writing goals,EED
2021-10-09 17:08:15+00:00,Track Work Time,EED
2021-10-10 15:44:33+00:00,Interview a Teacher,ESEPSY 7404 - College Teaching
2021-10-10 15:54:25+00:00,Water Plants,Life
2021-10-10 16:41:53+00:00,StrengthsFinder for BERG,EED
2021-10-10 16:42:02+00:00,Meal prep,Life
2021-10-10 16:47:23+00:00,Do Duolingo,Life
2021-10-10 16:57:08+00:00,Do Hacktoberfest,The Renegade Coder
2021-10-11 15:47:10+00:00,Make bed,Life
2021-10-11 15:47:43+00:00,Do Laundry,Life
2021-10-11 15:49:52+00:00,Take Out Trash,Life
2021-10-11 15:54:21+00:00,Backup CliftonStrengths Script,Inbox
2021-10-11 15:54:47+00:00,Do Hacktoberfest,The Renegade Coder
2021-10-11 15:57:03+00:00,Change presentation topic to name changes,Inbox
2021-10-11 17:18:23+00:00,"Middendorf, J., & Pace, D. (2004). Decoding the disciplines.New Directions for Teaching and Learning, 98, 1-12.",ESEPSY 7404 - College Teaching
2021-10-11 17:18:24+00:00,Ch. 3 in WTBCTD,ESEPSY 7404 - College Teaching
2021-10-11 18:22:23+00:00,Clean Litter Box,Life
2021-10-11 18:27:53+00:00,Do Duolingo,Life
2021-10-11 21:31:30+00:00,Pick Classes,Inbox
2021-10-11 23:28:00+00:00,Craft 1:1 Agenda,EED
2021-10-12 01:44:59+00:00,Schedule Article,The Renegade Coder
2021-10-12 01:45:04+00:00,Schedule Article,The Renegade Coder
2021-10-12 01:45:14+00:00,Article Translations,The Renegade Coder
2021-10-12 13:26:26+00:00,Prepare for Class,Teaching
2021-10-12 13:26:46+00:00,Do Hacktoberfest,The Renegade Coder
2021-10-12 13:30:39+00:00,Water Plants,Life
2021-10-12 13:32:29+00:00,Do Dishes,Inbox
2021-10-12 13:45:13+00:00,Do Duolingo,Life
2021-10-12 14:18:03+00:00,Exercise,Life
2021-10-12 22:17:59+00:00,Make bed,Life
2021-10-13 16:46:24+00:00,Reach out to one person,Inbox
2021-10-13 16:46:39+00:00,Complete Training,Work
2021-10-14 02:34:27+00:00,Make bed,Life
2021-10-14 02:34:27+00:00,Do Hacktoberfest,The Renegade Coder
2021-10-14 02:34:32+00:00,Exercise,Life
2021-10-14 14:28:46+00:00,Do Hacktoberfest,The Renegade Coder
2021-10-14 14:30:42+00:00,Prepare for Class,Teaching
2021-10-14 14:34:27+00:00,Microteaching Reflection,ESEPSY 7404 - College Teaching
2021-10-14 15:03:59+00:00,Microteaching Reflection,ESEPSY 7404 - College Teaching
2021-10-14 16:56:24+00:00,Lesson Plans,ESEPSY 7404 - College Teaching
2021-10-14 19:01:19+00:00,Ch. 5 in HLW,ESEPSY 7404 - College Teaching
2021-10-14 19:01:23+00:00,Week 9 - Assessing Student Learning,ESEPSY 7404 - College Teaching
2021-10-14 19:16:49+00:00,Ch. 7 in WTBCTD,ESEPSY 7404 - College Teaching
2021-10-14 19:28:15+00:00,"Walvoord, B. E. F., & Anderson, V. J. (2010). Ch. 4 & Ch. 5 in Effective grading: A tool for learning and assessment in college (2nd ed.). San Francisco, CA: Jossey-Bass.",ESEPSY 7404 - College Teaching
2021-10-14 19:45:15+00:00,"Bean, J. C. (2011). Ch. 8 & 15 in Engaging ideas: The professor’s guide to integrating writing, critical thinking, and active learning in the classroom (2nd ed.). San Francisco, CA: Jossey-Bass.",ESEPSY 7404 - College Teaching
2021-10-14 19:46:16+00:00,Make bed,Life
2021-10-14 19:46:21+00:00,Therapy,Life
2021-10-14 19:59:45+00:00,Water Plants,Life
2021-10-14 19:59:50+00:00,Do Dishes,Inbox
2021-10-14 20:09:16+00:00,Do Laundry,Life
2021-10-14 20:31:37+00:00,Clean Litter Box,Life
2021-10-14 22:32:49+00:00,Take Out Trash,Life
2021-10-14 22:46:32+00:00,Do Duolingo,Life
2021-10-14 22:46:51+00:00,Do Duolingo,Life
2021-10-14 22:51:15+00:00,Schedule Patreon Post,The Renegade Coder
2021-10-14 22:53:42+00:00,Schedule Patreon Post,The Renegade Coder
2021-10-14 22:55:50+00:00,Schedule Patreon Post,The Renegade Coder
2021-10-16 14:44:02+00:00,Make bed,Life
2021-10-16 14:44:06+00:00,Exercise,Life
2021-10-16 15:09:01+00:00,Vacuum,Life
2021-10-16 15:24:56+00:00,Water Plants,Life
2021-10-16 15:24:58+00:00,Take Out Trash,Life
